DATE,PROVINCE,LAT,LON,PRECTOT,RH2M,T2M,T2M_MAX,T2M_MIN,WS10M
1982-09,Pyuthan,28.1,82.867,5.87,78.0,21.81,28.93,16.04,2.33
1982-10,Pyuthan,28.1,82.867,0.08,61.7,19.5,26.13,13.25,2.11
1982-11,Pyuthan,28.1,82.867,0.41,49.77,15.45,24.52,7.71,2.07
1982-12,Pyuthan,28.1,82.867,0.3,37.68,12.85,23.69,5.38,2.28
1983-01,Pyuthan,28.1,82.867,0.15,39.29,10.68,20.31,4.56,2.2
1983-02,Pyuthan,28.1,82.867,0.1,31.46,12.64,25.58,3.64,2.65
1983-03,Pyuthan,28.1,82.867,0.21,25.92,18.41,30.25,7.55,3.64
1983-04,Pyuthan,28.1,82.867,0.61,30.35,21.8,35.38,12.49,3.61
1983-05,Pyuthan,28.1,82.867,1.31,34.47,25.85,35.7,17.24,3.04
1983-06,Pyuthan,28.1,82.867,3.06,38.88,27.63,39.42,18.23,3.33
1983-07,Pyuthan,28.1,82.867,5.22,67.7,26.12,36.24,19.98,2.76
1983-08,Pyuthan,28.1,82.867,4.53,79.97,24.12,31.09,19.83,2.75
1983-09,Pyuthan,28.1,82.867,6.38,83.44,22.35,28.62,18.4,2.48
1983-10,Pyuthan,28.1,82.867,4.16,72.22,19.55,28.21,12.67,2.02
1983-11,Pyuthan,28.1,82.867,0.0,51.26,15.57,24.3,9.42,2.03
1983-12,Pyuthan,28.1,82.867,0.41,41.33,12.41,21.89,4.68,2.04
1984-01,Pyuthan,28.1,82.867,0.2,37.13,11.17,22.53,4.16,2.33
1984-02,Pyuthan,28.1,82.867,0.98,33.52,13.48,26.08,5.28,2.69
1984-03,Pyuthan,28.1,82.867,0.08,27.61,19.93,33.2,9.15,3.21
1984-04,Pyuthan,28.1,82.867,0.12,22.62,24.29,35.99,13.63,3.79
1984-05,Pyuthan,28.1,82.867,0.52,28.67,27.37,38.7,17.12,3.36
1984-06,Pyuthan,28.1,82.867,6.21,65.4,25.87,36.75,19.66,2.8
1984-07,Pyuthan,28.1,82.867,9.34,81.59,23.42,30.34,18.86,2.78
1984-08,Pyuthan,28.1,82.867,6.72,82.03,23.49,30.8,19.24,2.48
1984-09,Pyuthan,28.1,82.867,8.07,83.28,20.95,26.65,16.72,2.69
1984-10,Pyuthan,28.1,82.867,0.86,58.45,19.77,26.92,12.28,2.05
1984-11,Pyuthan,28.1,82.867,0.06,42.06,15.13,23.34,8.76,2.05
1984-12,Pyuthan,28.1,82.867,0.18,36.61,13.09,21.69,6.58,2.17
1985-01,Pyuthan,28.1,82.867,1.2,43.84,11.34,20.48,5.08,2.13
1985-02,Pyuthan,28.1,82.867,0.01,26.02,13.74,25.51,5.68,2.7
1985-03,Pyuthan,28.1,82.867,0.0,21.05,20.4,33.21,9.7,3.63
1985-04,Pyuthan,28.1,82.867,0.2,22.79,24.6,37.34,13.66,3.88
1985-05,Pyuthan,28.1,82.867,1.14,27.27,26.62,37.6,16.9,3.4
1985-06,Pyuthan,28.1,82.867,2.27,41.89,28.0,37.31,19.76,3.15
1985-07,Pyuthan,28.1,82.867,7.8,76.52,23.81,34.11,18.58,3.11
1985-08,Pyuthan,28.1,82.867,4.88,82.0,23.69,30.18,19.55,2.54
1985-09,Pyuthan,28.1,82.867,8.16,85.82,21.38,28.16,16.21,2.52
1985-10,Pyuthan,28.1,82.867,3.47,79.6,18.52,25.19,11.68,1.86
1985-11,Pyuthan,28.1,82.867,0.0,59.81,14.88,21.62,8.92,1.92
1985-12,Pyuthan,28.1,82.867,0.36,51.07,13.04,23.34,6.29,2.09
1986-01,Pyuthan,28.1,82.867,0.05,39.12,12.0,20.86,5.88,2.17
1986-02,Pyuthan,28.1,82.867,0.54,40.22,13.85,24.21,7.16,2.71
1986-03,Pyuthan,28.1,82.867,0.13,31.6,18.44,32.14,9.1,3.36
1986-04,Pyuthan,28.1,82.867,0.3,24.61,23.45,34.29,10.87,3.42
1986-05,Pyuthan,28.1,82.867,0.61,26.41,25.25,35.74,16.07,3.29
1986-06,Pyuthan,28.1,82.867,4.35,45.31,27.35,37.26,18.82,3.06
1986-07,Pyuthan,28.1,82.867,9.43,81.34,23.31,31.74,18.44,3.05
1986-08,Pyuthan,28.1,82.867,3.8,80.89,23.28,29.59,19.01,2.44
1986-09,Pyuthan,28.1,82.867,3.46,74.13,22.0,29.85,13.92,2.36
1986-10,Pyuthan,28.1,82.867,0.77,56.49,19.19,26.5,12.53,2.13
1986-11,Pyuthan,28.1,82.867,0.01,34.17,16.37,25.62,9.61,2.15
1986-12,Pyuthan,28.1,82.867,1.0,39.56,12.59,22.66,5.35,2.08
1987-01,Pyuthan,28.1,82.867,0.56,34.72,12.36,21.31,5.87,2.11
1987-02,Pyuthan,28.1,82.867,0.15,33.7,14.97,26.18,7.16,2.63
1987-03,Pyuthan,28.1,82.867,0.1,30.03,18.7,32.09,8.92,3.17
1987-04,Pyuthan,28.1,82.867,0.06,21.19,23.73,34.66,12.72,3.53
1987-05,Pyuthan,28.1,82.867,1.24,32.5,25.21,38.64,14.24,3.41
1987-06,Pyuthan,28.1,82.867,0.44,29.66,29.31,38.38,19.67,3.28
1987-07,Pyuthan,28.1,82.867,8.88,71.14,25.48,38.47,19.87,2.59
1987-08,Pyuthan,28.1,82.867,6.78,82.61,23.61,30.74,19.09,2.62
1987-09,Pyuthan,28.1,82.867,5.89,81.97,22.12,28.29,16.57,2.01
1987-10,Pyuthan,28.1,82.867,3.32,63.32,19.05,27.23,12.43,2.02
1987-11,Pyuthan,28.1,82.867,0.0,37.05,16.55,24.86,10.05,1.85
1987-12,Pyuthan,28.1,82.867,0.27,34.71,13.91,23.46,8.39,1.84
1988-01,Pyuthan,28.1,82.867,1.02,36.46,12.75,21.8,6.76,2.21
1988-02,Pyuthan,28.1,82.867,0.19,32.63,15.42,24.84,8.2,2.45
1988-03,Pyuthan,28.1,82.867,0.81,33.12,18.59,30.1,9.9,3.23
1988-04,Pyuthan,28.1,82.867,0.58,22.75,24.63,35.55,10.9,3.3
1988-05,Pyuthan,28.1,82.867,0.74,27.09,27.34,38.64,16.64,3.25
1988-06,Pyuthan,28.1,82.867,2.95,51.88,26.86,36.27,18.99,2.85
1988-07,Pyuthan,28.1,82.867,16.44,85.7,23.53,32.15,19.86,2.81
1988-08,Pyuthan,28.1,82.867,12.84,89.64,22.77,28.08,19.29,2.57
1988-09,Pyuthan,28.1,82.867,2.68,87.66,22.18,27.23,17.97,2.42
1988-10,Pyuthan,28.1,82.867,0.4,64.95,19.84,26.24,14.5,1.93
1988-11,Pyuthan,28.1,82.867,0.0,46.86,16.36,23.76,8.69,2.03
1988-12,Pyuthan,28.1,82.867,0.48,43.15,13.76,23.23,5.5,1.92
1989-01,Pyuthan,28.1,82.867,0.99,38.3,10.95,22.63,3.15,2.28
1989-02,Pyuthan,28.1,82.867,0.45,33.54,13.43,27.91,4.38,3.33
1989-03,Pyuthan,28.1,82.867,0.23,29.94,18.24,31.2,8.87,3.33
1989-04,Pyuthan,28.1,82.867,0.1,16.58,23.52,36.08,11.13,4.35
1989-05,Pyuthan,28.1,82.867,0.91,28.58,26.98,38.07,16.09,3.52
1989-06,Pyuthan,28.1,82.867,6.14,57.36,26.3,35.52,19.42,2.86
1989-07,Pyuthan,28.1,82.867,8.59,82.14,23.73,30.66,18.73,2.87
1989-08,Pyuthan,28.1,82.867,6.71,85.38,22.9,27.91,18.46,2.55
1989-09,Pyuthan,28.1,82.867,2.84,82.3,22.47,29.19,17.63,2.28
1989-10,Pyuthan,28.1,82.867,0.18,51.25,20.65,28.55,12.51,2.18
1989-11,Pyuthan,28.1,82.867,0.08,35.13,15.82,25.36,9.55,2.37
1989-12,Pyuthan,28.1,82.867,0.33,34.42,12.69,22.06,5.24,2.04
1990-01,Pyuthan,28.1,82.867,0.0,28.7,14.28,26.91,5.88,2.53
1990-02,Pyuthan,28.1,82.867,1.44,44.4,13.5,24.14,7.0,2.58
1990-03,Pyuthan,28.1,82.867,0.13,34.62,17.09,30.26,8.52,2.97
1990-04,Pyuthan,28.1,82.867,0.25,21.17,23.46,35.8,11.08,3.75
1990-05,Pyuthan,28.1,82.867,0.95,35.82,27.11,37.81,17.2,3.03
1990-06,Pyuthan,28.1,82.867,5.56,50.74,27.57,38.41,20.96,2.96
1990-07,Pyuthan,28.1,82.867,17.74,85.92,23.31,30.17,19.6,2.64
1990-08,Pyuthan,28.1,82.867,5.37,88.21,22.64,27.78,18.45,2.52
1990-09,Pyuthan,28.1,82.867,5.02,87.98,21.67,27.42,17.46,2.31
1990-10,Pyuthan,28.1,82.867,0.25,67.48,18.94,25.77,11.89,1.97
1990-11,Pyuthan,28.1,82.867,0.0,45.71,17.1,25.16,9.63,2.05
1990-12,Pyuthan,28.1,82.867,0.14,39.68,13.5,21.21,7.45,1.97
1991-01,Pyuthan,28.1,82.867,0.19,40.23,11.43,23.26,4.74,2.21
1991-02,Pyuthan,28.1,82.867,0.04,31.61,15.42,28.03,5.49,2.88
1991-03,Pyuthan,28.1,82.867,0.37,27.48,19.44,32.58,9.41,3.11
1991-04,Pyuthan,28.1,82.867,0.02,17.64,23.79,36.13,13.59,3.57
1991-05,Pyuthan,28.1,82.867,0.89,19.87,28.1,37.79,18.7,3.68
1991-06,Pyuthan,28.1,82.867,1.16,52.36,27.01,35.93,19.12,3.06
1991-07,Pyuthan,28.1,82.867,4.82,70.77,25.8,33.79,20.66,3.01
1991-08,Pyuthan,28.1,82.867,6.65,83.06,23.55,29.84,19.87,2.93
1991-09,Pyuthan,28.1,82.867,5.74,84.66,21.99,26.87,17.53,2.26
1991-10,Pyuthan,28.1,82.867,0.05,52.31,20.1,27.57,13.46,2.19
1991-11,Pyuthan,28.1,82.867,0.07,36.83,15.52,25.33,8.69,2.19
1991-12,Pyuthan,28.1,82.867,1.24,41.23,12.71,22.17,4.78,2.0
1992-01,Pyuthan,28.1,82.867,0.05,38.3,12.18,23.33,3.81,2.17
1992-02,Pyuthan,28.1,82.867,0.07,34.24,12.57,25.22,5.68,2.75
1992-03,Pyuthan,28.1,82.867,0.03,23.72,19.83,34.12,9.68,4.51
1992-04,Pyuthan,28.1,82.867,0.0,17.62,24.43,36.06,12.75,4.3
1992-05,Pyuthan,28.1,82.867,0.58,27.98,25.66,37.5,15.03,3.48
1992-06,Pyuthan,28.1,82.867,4.27,43.91,27.2,38.01,18.7,3.01
1992-07,Pyuthan,28.1,82.867,6.1,70.86,24.58,34.54,19.38,3.13
1992-08,Pyuthan,28.1,82.867,6.59,83.89,23.08,30.52,18.09,2.61
1992-09,Pyuthan,28.1,82.867,4.46,79.79,22.19,28.16,17.15,2.29
1992-10,Pyuthan,28.1,82.867,2.68,61.15,19.53,27.68,12.35,2.12
1992-11,Pyuthan,28.1,82.867,0.07,47.81,16.16,25.07,9.02,2.09
1992-12,Pyuthan,28.1,82.867,0.0,36.92,12.92,22.32,7.84,2.0
1993-01,Pyuthan,28.1,82.867,0.19,38.63,11.74,22.54,4.61,2.53
1993-02,Pyuthan,28.1,82.867,0.14,29.64,15.17,26.94,5.03,2.54
1993-03,Pyuthan,28.1,82.867,1.15,31.31,16.71,28.37,8.52,3.41
1993-04,Pyuthan,28.1,82.867,0.37,26.69,22.74,34.14,11.83,3.28
1993-05,Pyuthan,28.1,82.867,0.79,27.26,26.63,38.31,16.85,3.3
1993-06,Pyuthan,28.1,82.867,4.88,50.06,26.97,36.0,19.3,2.95
1993-07,Pyuthan,28.1,82.867,5.32,72.65,25.22,32.52,19.57,3.32
1993-08,Pyuthan,28.1,82.867,3.68,77.21,24.26,31.25,18.64,2.6
1993-09,Pyuthan,28.1,82.867,4.67,84.37,21.43,27.77,17.58,2.44
1993-10,Pyuthan,28.1,82.867,0.04,45.38,20.4,28.18,12.84,2.21
1993-11,Pyuthan,28.1,82.867,0.01,33.8,16.93,25.78,9.89,2.12
1993-12,Pyuthan,28.1,82.867,0.0,23.84,13.91,23.52,7.76,1.95
1994-01,Pyuthan,28.1,82.867,0.69,35.06,13.5,25.79,5.39,2.44
1994-02,Pyuthan,28.1,82.867,0.32,34.75,13.39,24.74,5.69,2.83
1994-03,Pyuthan,28.1,82.867,0.07,20.46,20.32,33.47,10.06,3.47
1994-04,Pyuthan,28.1,82.867,0.11,20.68,23.3,33.22,13.73,3.58
1994-05,Pyuthan,28.1,82.867,0.19,25.38,27.34,38.33,17.47,3.46
1994-06,Pyuthan,28.1,82.867,3.77,51.22,27.52,38.66,20.25,3.09
1994-07,Pyuthan,28.1,82.867,7.48,76.37,24.86,32.82,19.74,2.8
1994-08,Pyuthan,28.1,82.867,3.85,81.22,23.97,30.44,19.33,2.55
1994-09,Pyuthan,28.1,82.867,4.75,76.87,22.46,30.56,15.95,2.46
1994-10,Pyuthan,28.1,82.867,0.14,48.51,19.9,27.6,13.07,2.25
1994-11,Pyuthan,28.1,82.867,0.0,39.02,16.47,25.66,9.86,2.23
1994-12,Pyuthan,28.1,82.867,0.0,30.04,13.27,23.57,4.7,2.29
1995-01,Pyuthan,28.1,82.867,0.42,35.88,10.93,20.91,5.3,2.46
1995-02,Pyuthan,28.1,82.867,0.52,34.53,13.68,26.19,6.18,2.83
1995-03,Pyuthan,28.1,82.867,0.12,25.62,18.83,32.85,7.06,3.49
1995-04,Pyuthan,28.1,82.867,0.12,17.97,23.96,36.08,11.46,3.92
1995-05,Pyuthan,28.1,82.867,0.24,24.07,28.07,37.35,17.85,3.67
1995-06,Pyuthan,28.1,82.867,5.08,51.07,27.46,38.48,19.95,2.77
1995-07,Pyuthan,28.1,82.867,6.24,78.15,24.43,32.29,19.91,2.83
1995-08,Pyuthan,28.1,82.867,7.16,84.53,23.14,29.56,19.19,2.77
1995-09,Pyuthan,28.1,82.867,2.08,82.09,22.34,28.51,17.32,2.62
1995-10,Pyuthan,28.1,82.867,0.11,53.2,20.93,28.07,13.27,2.12
1995-11,Pyuthan,28.1,82.867,1.2,39.32,16.6,26.9,9.43,2.28
1995-12,Pyuthan,28.1,82.867,0.11,36.31,13.14,21.82,5.02,2.25
1996-01,Pyuthan,28.1,82.867,1.45,36.6,11.92,22.3,6.12,2.47
1996-02,Pyuthan,28.1,82.867,1.06,38.41,14.12,25.57,6.56,2.79
1996-03,Pyuthan,28.1,82.867,0.07,33.59,19.82,30.97,11.47,3.59
1996-04,Pyuthan,28.1,82.867,1.04,24.49,23.19,33.97,10.65,3.34
1996-05,Pyuthan,28.1,82.867,0.6,23.26,27.5,37.84,16.26,3.67
1996-06,Pyuthan,28.1,82.867,3.17,56.02,26.31,36.14,17.92,3.03
1996-07,Pyuthan,28.1,82.867,5.26,75.72,24.61,33.54,19.18,2.85
1996-08,Pyuthan,28.1,82.867,7.48,83.47,23.06,30.13,18.31,2.52
1996-09,Pyuthan,28.1,82.867,1.3,81.61,22.32,28.66,18.12,2.18
1996-10,Pyuthan,28.1,82.867,1.76,65.07,19.72,27.6,13.81,2.15
1996-11,Pyuthan,28.1,82.867,0.0,34.42,16.66,26.68,9.22,2.22
1996-12,Pyuthan,28.1,82.867,0.0,27.56,13.44,22.53,6.48,2.04
1997-01,Pyuthan,28.1,82.867,0.17,32.33,11.2,20.97,2.34,2.37
1997-02,Pyuthan,28.1,82.867,0.0,25.47,12.9,24.84,5.55,2.93
1997-03,Pyuthan,28.1,82.867,0.06,22.49,18.88,29.7,9.53,3.36
1997-04,Pyuthan,28.1,82.867,0.91,32.66,21.46,31.92,10.39,3.13
1997-05,Pyuthan,28.1,82.867,0.27,22.97,26.17,36.75,16.54,3.66
1997-06,Pyuthan,28.1,82.867,1.1,43.55,27.55,37.44,19.41,3.32
1997-07,Pyuthan,28.1,82.867,3.55,72.34,25.42,33.63,20.35,2.89
1997-08,Pyuthan,28.1,82.867,3.38,74.15,24.53,34.12,19.28,2.83
1997-09,Pyuthan,28.1,82.867,1.36,69.96,23.2,30.7,16.41,2.71
1997-10,Pyuthan,28.1,82.867,0.29,49.12,19.71,28.93,11.51,2.29
1997-11,Pyuthan,28.1,82.867,0.1,40.26,16.78,26.42,9.5,2.29
1997-12,Pyuthan,28.1,82.867,0.9,43.14,12.16,23.44,5.75,2.11
1998-01,Pyuthan,28.1,82.867,0.11,34.14,11.39,21.17,4.46,2.35
1998-02,Pyuthan,28.1,82.867,0.15,35.61,13.87,24.97,6.49,2.77
1998-03,Pyuthan,28.1,82.867,0.81,35.06,16.92,28.25,6.44,3.28
1998-04,Pyuthan,28.1,82.867,0.53,25.93,23.36,34.3,13.84,3.27
1998-05,Pyuthan,28.1,82.867,0.36,31.09,27.54,39.01,16.63,3.14
1998-06,Pyuthan,28.1,82.867,1.94,46.09,28.32,38.97,21.13,3.26
1998-07,Pyuthan,28.1,82.867,8.98,80.52,24.56,32.97,19.57,3.0
1998-08,Pyuthan,28.1,82.867,8.99,88.73,23.12,28.19,19.39,2.73
1998-09,Pyuthan,28.1,82.867,2.95,84.3,22.49,27.76,18.09,2.38
1998-10,Pyuthan,28.1,82.867,1.75,68.37,21.11,27.6,14.89,2.0
1998-11,Pyuthan,28.1,82.867,0.05,48.32,17.66,25.7,10.59,2.0
1998-12,Pyuthan,28.1,82.867,0.0,31.24,13.9,23.23,7.49,1.94
1999-01,Pyuthan,28.1,82.867,0.49,35.48,12.18,22.36,5.27,2.28
1999-02,Pyuthan,28.1,82.867,0.04,29.76,16.69,27.38,7.04,2.74
1999-03,Pyuthan,28.1,82.867,0.01,16.33,20.0,32.99,9.9,3.84
1999-04,Pyuthan,28.1,82.867,0.18,10.53,25.16,37.71,15.1,3.66
1999-05,Pyuthan,28.1,82.867,1.51,35.19,26.51,37.38,17.19,3.05
1999-06,Pyuthan,28.1,82.867,2.08,49.13,27.06,36.69,18.57,3.2
1999-07,Pyuthan,28.1,82.867,2.91,68.35,25.69,33.64,20.04,3.15
1999-08,Pyuthan,28.1,82.867,4.45,77.1,24.16,33.28,19.28,2.63
1999-09,Pyuthan,28.1,82.867,1.51,80.8,22.68,28.95,17.81,2.37
1999-10,Pyuthan,28.1,82.867,1.87,56.16,20.51,28.48,14.65,2.22
1999-11,Pyuthan,28.1,82.867,0.0,31.93,17.01,27.06,9.88,2.21
1999-12,Pyuthan,28.1,82.867,0.03,30.18,13.55,22.91,7.31,2.12
2000-01,Pyuthan,28.1,82.867,0.15,28.34,12.79,22.37,6.17,2.43
2000-02,Pyuthan,28.1,82.867,0.21,29.22,12.41,23.53,5.16,2.99
2000-03,Pyuthan,28.1,82.867,0.05,18.1,18.2,33.23,8.98,3.21
2000-04,Pyuthan,28.1,82.867,0.03,14.97,24.85,35.98,15.21,3.7
2000-05,Pyuthan,28.1,82.867,2.14,41.49,26.99,37.03,17.8,2.88
2000-06,Pyuthan,28.1,82.867,5.05,66.5,25.18,33.99,19.65,3.13
2000-07,Pyuthan,28.1,82.867,6.69,81.59,23.99,32.73,20.19,2.8
2000-08,Pyuthan,28.1,82.867,9.69,81.0,23.77,30.28,19.17,2.75
2000-09,Pyuthan,28.1,82.867,4.52,83.24,21.57,27.21,14.02,2.03
2000-10,Pyuthan,28.1,82.867,0.01,56.98,20.48,27.89,13.88,2.03
2000-11,Pyuthan,28.1,82.867,0.15,45.22,16.58,25.01,8.33,2.12
2000-12,Pyuthan,28.1,82.867,0.0,32.11,13.46,22.7,7.38,1.89
2001-01,Pyuthan,28.1,82.867,0.0,31.37,12.21,25.89,5.05,2.25
2001-02,Pyuthan,28.1,82.867,0.02,25.37,15.23,26.67,6.76,2.75
2001-03,Pyuthan,28.1,82.867,0.22,19.64,18.91,31.15,9.2,3.16
2001-04,Pyuthan,28.1,82.867,0.31,23.62,23.79,36.75,13.04,3.47
2001-05,Pyuthan,28.1,82.867,1.69,41.74,26.31,35.23,18.16,2.87
2001-06,Pyuthan,28.1,82.867,3.86,63.74,25.82,34.79,20.37,2.7
2001-07,Pyuthan,28.1,82.867,4.96,73.81,25.21,34.56,20.1,2.74
2001-08,Pyuthan,28.1,82.867,6.45,79.49,24.32,31.91,19.91,2.54
2001-09,Pyuthan,28.1,82.867,5.76,79.72,22.19,27.29,17.98,1.99
2001-10,Pyuthan,28.1,82.867,1.11,60.94,20.19,27.41,14.42,2.17
2001-11,Pyuthan,28.1,82.867,0.06,41.85,16.82,25.65,8.66,2.04
2001-12,Pyuthan,28.1,82.867,0.0,34.54,13.2,21.92,7.12,1.97
2002-01,Pyuthan,28.1,82.867,0.48,41.58,11.74,21.27,4.55,2.15
2002-02,Pyuthan,28.1,82.867,0.67,34.07,14.9,25.31,5.49,2.72
2002-03,Pyuthan,28.1,82.867,0.12,27.88,19.43,30.25,9.88,2.99
2002-04,Pyuthan,28.1,82.867,0.01,20.48,24.48,36.1,12.88,3.3
2002-05,Pyuthan,28.1,82.867,1.01,37.38,26.57,38.11,16.48,3.13
2002-06,Pyuthan,28.1,82.867,2.33,52.04,27.08,35.11,19.64,2.95
2002-07,Pyuthan,28.1,82.867,3.81,57.39,27.26,35.92,20.52,2.9
2002-08,Pyuthan,28.1,82.867,1.37,72.2,24.78,33.47,19.33,2.92
2002-09,Pyuthan,28.1,82.867,3.16,69.78,23.02,31.31,17.52,2.56
2002-10,Pyuthan,28.1,82.867,0.27,51.0,20.9,30.02,13.0,2.31
2002-11,Pyuthan,28.1,82.867,0.05,37.33,17.25,26.69,10.16,2.26
2002-12,Pyuthan,28.1,82.867,0.74,32.41,13.43,23.39,3.25,2.13
2003-01,Pyuthan,28.1,82.867,0.36,32.36,12.29,22.36,4.04,2.25
2003-02,Pyuthan,28.1,82.867,0.86,40.83,13.89,24.74,5.97,2.66
2003-03,Pyuthan,28.1,82.867,0.02,30.61,18.19,29.46,8.13,2.96
2003-04,Pyuthan,28.1,82.867,0.43,21.62,24.72,36.48,14.92,3.27
2003-05,Pyuthan,28.1,82.867,0.19,23.9,26.02,37.38,16.21,3.39
2003-06,Pyuthan,28.1,82.867,2.56,48.02,27.16,36.09,19.66,3.1
2003-07,Pyuthan,28.1,82.867,6.04,77.65,24.55,33.24,20.33,2.97
2003-08,Pyuthan,28.1,82.867,4.44,79.54,24.3,31.68,19.75,2.66
2003-09,Pyuthan,28.1,82.867,3.35,82.69,22.68,29.15,18.1,2.3
2003-10,Pyuthan,28.1,82.867,0.54,53.3,20.91,28.7,14.17,2.13
2003-11,Pyuthan,28.1,82.867,0.0,40.8,16.58,25.89,8.44,2.19
2003-12,Pyuthan,28.1,82.867,0.11,41.06,13.03,23.87,3.26,2.08
2004-01,Pyuthan,28.1,82.867,1.17,43.58,11.75,20.23,5.32,2.1
2004-02,Pyuthan,28.1,82.867,0.0,34.58,14.47,27.69,4.49,2.59
2004-03,Pyuthan,28.1,82.867,0.08,22.61,21.09,34.75,11.18,3.54
2004-04,Pyuthan,28.1,82.867,1.01,29.39,24.43,36.57,15.02,3.32
2004-05,Pyuthan,28.1,82.867,2.06,35.97,26.3,37.87,14.69,3.12
2004-06,Pyuthan,28.1,82.867,10.54,66.5,24.84,33.82,18.79,3.32
2004-07,Pyuthan,28.1,82.867,13.55,86.24,22.87,29.4,18.77,2.64
2004-08,Pyuthan,28.1,82.867,4.47,85.94,23.23,27.91,19.35,2.48
2004-09,Pyuthan,28.1,82.867,5.67,84.11,21.92,28.12,17.65,2.09
2004-10,Pyuthan,28.1,82.867,1.64,67.25,18.58,25.08,9.7,1.91
2004-11,Pyuthan,28.1,82.867,0.17,51.7,15.42,22.76,10.31,1.84
2004-12,Pyuthan,28.1,82.867,0.0,48.16,13.1,21.65,3.97,1.79
2005-01,Pyuthan,28.1,82.867,1.35,49.49,11.64,22.64,4.7,2.09
2005-02,Pyuthan,28.1,82.867,0.29,43.42,14.4,25.43,6.1,2.95
2005-03,Pyuthan,28.1,82.867,0.59,39.29,19.26,30.36,11.61,3.09
2005-04,Pyuthan,28.1,82.867,0.47,25.24,23.01,35.34,13.0,3.11
2005-05,Pyuthan,28.1,82.867,0.96,32.96,25.23,37.09,14.6,3.13
2005-06,Pyuthan,28.1,82.867,3.71,42.2,28.13,38.82,20.3,2.97
2005-07,Pyuthan,28.1,82.867,18.36,85.27,23.45,30.66,19.45,3.15
2005-08,Pyuthan,28.1,82.867,9.29,88.27,23.07,27.61,19.23,2.35
2005-09,Pyuthan,28.1,82.867,3.19,86.28,21.95,27.42,17.48,2.3
2005-10,Pyuthan,28.1,82.867,6.52,76.14,19.1,25.54,13.19,1.82
2005-11,Pyuthan,28.1,82.867,0.0,53.29,14.98,21.83,9.45,1.9
2005-12,Pyuthan,28.1,82.867,0.07,41.73,13.31,21.44,7.66,1.9
2006-01,Pyuthan,28.1,82.867,0.0,35.99,13.39,23.63,6.37,2.4
2006-02,Pyuthan,28.1,82.867,0.0,38.55,16.79,29.93,9.88,2.59
2006-03,Pyuthan,28.1,82.867,1.49,37.03,18.12,29.93,9.1,2.87
2006-04,Pyuthan,28.1,82.867,0.48,33.37,22.38,34.33,12.87,2.95
2006-05,Pyuthan,28.1,82.867,4.9,52.84,25.13,35.31,17.46,2.56
2006-06,Pyuthan,28.1,82.867,10.25,71.32,23.98,33.47,17.73,2.57
2006-07,Pyuthan,28.1,82.867,12.05,86.36,23.71,29.65,19.16,2.71
2006-08,Pyuthan,28.1,82.867,7.09,85.46,23.1,29.35,18.73,2.6
2006-09,Pyuthan,28.1,82.867,5.17,86.42,21.88,26.97,16.79,2.23
2006-10,Pyuthan,28.1,82.867,1.36,67.91,19.68,27.05,13.18,1.88
2006-11,Pyuthan,28.1,82.867,0.04,54.37,15.93,24.9,7.81,2.07
2006-12,Pyuthan,28.1,82.867,0.4,45.44,13.5,22.57,6.35,1.99
2007-01,Pyuthan,28.1,82.867,0.0,32.93,12.65,24.35,5.6,2.19
2007-02,Pyuthan,28.1,82.867,4.66,54.35,12.59,23.16,3.58,2.4
2007-03,Pyuthan,28.1,82.867,1.55,45.76,17.37,30.07,4.95,2.83
2007-04,Pyuthan,28.1,82.867,1.1,38.44,23.72,32.71,15.62,3.03
2007-05,Pyuthan,28.1,82.867,2.04,46.56,25.55,35.16,17.29,2.81
2007-06,Pyuthan,28.1,82.867,3.66,58.81,26.35,35.4,19.89,3.03
2007-07,Pyuthan,28.1,82.867,17.41,81.01,24.19,32.21,19.09,2.71
2007-08,Pyuthan,28.1,82.867,12.46,89.18,22.74,28.92,18.56,2.49
2007-09,Pyuthan,28.1,82.867,9.4,87.6,21.68,26.57,16.53,2.37
2007-10,Pyuthan,28.1,82.867,1.35,76.37,19.42,27.0,12.3,1.79
2007-11,Pyuthan,28.1,82.867,0.02,62.78,15.5,21.7,10.22,1.75
2007-12,Pyuthan,28.1,82.867,0.01,43.84,12.94,21.31,7.44,1.95
2008-01,Pyuthan,28.1,82.867,0.07,43.89,12.03,22.41,3.87,2.18
2008-02,Pyuthan,28.1,82.867,0.12,38.7,12.85,24.48,4.09,2.26
2008-03,Pyuthan,28.1,82.867,0.08,30.41,18.96,29.34,9.26,3.04
2008-04,Pyuthan,28.1,82.867,0.95,29.65,23.34,35.58,11.97,3.13
2008-05,Pyuthan,28.1,82.867,2.56,39.88,25.71,35.66,18.05,2.99
2008-06,Pyuthan,28.1,82.867,18.71,79.45,23.69,32.91,19.43,2.51
2008-07,Pyuthan,28.1,82.867,18.69,89.4,22.93,27.59,19.55,2.56
2008-08,Pyuthan,28.1,82.867,15.03,89.97,22.49,28.12,18.8,2.45
2008-09,Pyuthan,28.1,82.867,6.66,86.16,21.66,26.57,17.6,2.04
2008-10,Pyuthan,28.1,82.867,1.36,79.28,19.26,25.26,12.35,1.78
2008-11,Pyuthan,28.1,82.867,0.04,65.32,16.2,23.16,9.77,1.7
2008-12,Pyuthan,28.1,82.867,0.14,56.15,13.97,23.63,7.42,1.78
